"","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","clusters$cluster"
"551","Male","No",26,"No","Marketing",0,"Low",5,5
"552","Male","No",30,"Yes","Doctor",1,"Low",3,5
"554","Male","No",57,"Yes","Marketing",1,"Low",4,5
"555","Female","No",31,"Yes","Healthcare",1,"Low",1,6
"556","Male","No",39,"Yes","Artist",0,"Low",1,5
"557","Female","No",30,"No","Engineer",0,"Low",4,1
"558","Female","Yes",43,"No","Artist",0,"Average",3,3
"559","Male","No",27,"Yes","Healthcare",8,"Low",1,6
"560","Female","Yes",46,"No","Artist",0,"Average",4,3
"561","Male","Yes",43,"No","Artist",1,"Low",2,5
"563","Male","Yes",28,"No","Entertainment",8,"Average",4,3
"564","Male","No",43,"Yes","Entertainment",9,"Low",1,5
"566","Female","No",28,"Yes","Healthcare",1,"Low",3,6
"568","Female","No",30,"No","Engineer",0,"Low",1,1
"569","Male","No",58,"No","Healthcare",4,"Low",2,6
"570","Female","No",38,"Yes","Engineer",8,"Low",4,1
"571","Female","No",31,"Yes","Artist",1,"Low",4,5
"572","Male","Yes",32,"No","Executive",4,"Average",5,2
"573","Male","Yes",45,"Yes","Artist",4,"Average",4,3
"574","Male","Yes",66,"Yes","Artist",1,"Low",3,5
"575","Female","Yes",51,"Yes","Artist",1,"Average",3,3
"578","Male","Yes",46,"Yes","Artist",11,"Average",5,3
"579","Male","No",20,"No","Healthcare",1,"Low",6,6
"580","Female","Yes",84,"No","Lawyer",1,"High",2,4
"583","Male","Yes",57,"Yes","Entertainment",8,"Average",5,3
"584","Female","No",33,"No","Doctor",0,"Low",1,5
"585","Male","No",25,"No","Marketing",3,"Low",3,5
"588","Male","Yes",77,"Yes","Lawyer",1,"Low",1,4
"589","Male","Yes",30,"Yes","Healthcare",1,"Low",2,6
"590","Male","No",23,"No","Healthcare",6,"Low",5,6
"591","Female","No",43,"Yes","Artist",2,"Low",4,5
"592","Male","No",39,"Yes","Entertainment",5,"Low",1,5
"593","Male","Yes",29,"No","Executive",1,"High",2,2
"595","Female","Yes",45,"No","Engineer",2,"Low",2,1
"596","Male","Yes",48,"No","Executive",2,"High",2,2
"597","Male","Yes",27,"No","Entertainment",0,"Average",4,3
"598","Female","Yes",60,"No","Entertainment",9,"Low",4,5
"599","Male","Yes",45,"Yes","Entertainment",4,"Average",3,3
"601","Male","No",33,"No","Doctor",1,"Low",4,5
"607","Male","Yes",51,"Yes","Artist",8,"Low",5,5
"608","Male","Yes",67,"No","Executive",2,"High",1,2
"609","Male","Yes",38,"Yes","Artist",9,"Average",2,3
"610","Female","No",40,"Yes","Doctor",0,"Low",1,5
"611","Female","Yes",45,"Yes","Artist",5,"Average",2,3
"612","Male","Yes",48,"Yes","Artist",0,"Average",4,3
"613","Female","Yes",69,"No","Lawyer",0,"Average",2,4
"614","Male","No",21,"No","Healthcare",9,"Low",5,6
"617","Male","Yes",72,"Yes","Artist",0,"Low",3,5
"619","Female","No",21,"No","Marketing",1,"Low",5,5
"620","Female","Yes",48,"Yes","Artist",1,"Low",1,5
"622","Male","No",28,"No","Healthcare",1,"Low",5,6
"623","Male","Yes",55,"Yes","Entertainment",1,"Low",2,5
"624","Female","No",56,"Yes","Artist",0,"Low",2,5
"625","Male","Yes",50,"Yes","Doctor",1,"Low",2,5
"626","Male","No",21,"No","Healthcare",1,"Low",4,6
"627","Male","No",18,"No","Healthcare",0,"Low",6,6
"628","Male","Yes",68,"Yes","Lawyer",0,"High",2,4
"629","Male","Yes",47,"Yes","Artist",13,"Low",1,5
"630","Male","Yes",75,"No","Lawyer",1,"High",2,4
"631","Male","Yes",50,"Yes","Artist",3,"Average",4,3
"632","Male","No",31,"Yes","Healthcare",0,"Low",4,6
"633","Female","No",30,"Yes","Artist",0,"Low",3,5
"634","Female","Yes",41,"Yes","Artist",0,"Low",4,5
"636","Female","Yes",35,"No","Healthcare",2,"Low",1,6
"637","Male","Yes",37,"Yes","Healthcare",0,"Low",1,6
"639","Male","Yes",50,"Yes","Doctor",0,"Average",3,3
"640","Male","Yes",36,"Yes","Artist",0,"Average",2,3
"641","Female","No",26,"No","Marketing",3,"Low",3,5
"643","Male","No",22,"No","Healthcare",0,"Low",4,6
"644","Female","No",19,"No","Healthcare",0,"Low",3,6
"645","Female","Yes",45,"Yes","Artist",0,"Average",5,3
"646","Female","No",31,"No","Doctor",0,"Low",4,5
"647","Male","Yes",56,"Yes","Artist",0,"Average",3,3
"649","Female","No",25,"Yes","Healthcare",1,"Low",3,6
"650","Female","Yes",73,"Yes","Lawyer",1,"Low",1,4
"651","Male","Yes",62,"Yes","Doctor",1,"Average",4,3
"652","Male","Yes",46,"No","Entertainment",0,"Average",3,3
"654","Male","Yes",25,"Yes","Executive",1,"High",2,2
"656","Male","No",27,"Yes","Marketing",1,"Low",2,5
"657","Male","Yes",87,"No","Executive",1,"Low",2,2
"658","Female","Yes",47,"Yes","Artist",0,"Low",1,5
"659","Male","Yes",57,"Yes","Artist",1,"Average",4,3
"660","Male","Yes",60,"Yes","Artist",0,"Average",4,3
"663","Male","No",28,"Yes","Healthcare",2,"Low",3,6
"664","Male","No",39,"Yes","Doctor",4,"Low",3,5
"665","Female","No",47,"Yes","Marketing",9,"Low",1,5
"668","Male","Yes",69,"Yes","Artist",0,"Average",3,3
"669","Female","No",42,"Yes","Artist",0,"Low",1,5
"670","Female","Yes",46,"Yes","Engineer",1,"Low",1,1
"671","Female","No",23,"No","Marketing",3,"Low",3,5
"672","Male","No",45,"Yes","Artist",1,"Low",5,5
"673","Female","Yes",38,"Yes","Doctor",1,"Average",4,3
"674","Female","Yes",71,"No","Lawyer",1,"High",3,4
"675","Female","No",26,"No","Doctor",0,"Low",2,5
"676","Female","Yes",60,"Yes","Artist",8,"High",2,5
"677","Female","Yes",46,"Yes","Artist",1,"Average",2,3
"678","Male","Yes",39,"Yes","Entertainment",1,"Average",4,3
"679","Female","No",18,"No","Healthcare",1,"Low",3,6
"680","Male","Yes",26,"Yes","Doctor",1,"Average",2,3
"681","Male","Yes",53,"Yes","Artist",1,"High",2,5
"682","Male","Yes",40,"Yes","Entertainment",1,"Average",2,3
"684","Male","Yes",26,"Yes","Entertainment",0,"Average",3,3
"685","Female","Yes",65,"Yes","Artist",0,"Average",2,3
"686","Female","No",37,"Yes","Artist",12,"Low",2,5
"687","Male","No",25,"No","Healthcare",0,"Low",4,6
"688","Female","No",21,"No","Engineer",0,"Low",5,1
"689","Female","No",25,"No","Healthcare",0,"Low",4,6
"690","Male","No",23,"No","Healthcare",4,"Low",5,6
"691","Female","No",30,"Yes","Healthcare",1,"Low",6,6
"692","Female","No",30,"No","Doctor",0,"Low",4,5
"693","Male","Yes",42,"No","Entertainment",0,"Average",4,3
"695","Male","Yes",49,"Yes","Entertainment",1,"Average",5,3
"696","Male","No",32,"No","Healthcare",0,"Low",3,6
"698","Male","Yes",26,"No","Executive",9,"High",4,2
"699","Female","No",67,"No","Artist",1,"Low",2,5
"700","Male","Yes",88,"No","Executive",0,"Low",1,2
"701","Female","No",40,"Yes","Healthcare",8,"Low",4,6
"703","Male","No",18,"No","Healthcare",7,"Low",3,6
"705","Male","Yes",61,"Yes","Entertainment",7,"High",5,5
"707","Female","Yes",25,"No","Engineer",0,"Average",2,1
"708","Male","No",35,"Yes","Artist",6,"Low",3,5
"709","Male","Yes",46,"No","Executive",0,"High",2,2
"710","Female","Yes",53,"No","Homemaker",2,"High",3,1
"711","Male","Yes",48,"Yes","Entertainment",9,"Low",1,5
"712","Male","Yes",75,"Yes","Lawyer",1,"Low",2,4
"713","Male","No",23,"No","Healthcare",1,"Low",3,6
"714","Male","No",29,"No","Doctor",1,"Low",2,5
"715","Male","Yes",46,"No","Artist",0,"Low",2,5
"716","Female","No",61,"Yes","Marketing",1,"Low",1,5
"717","Female","No",37,"No","Artist",1,"Low",1,5
"718","Female","No",23,"No","Healthcare",6,"Low",5,6
"720","Female","No",33,"No","Healthcare",7,"Low",4,6
"722","Male","No",41,"No","Entertainment",0,"Low",2,5
"724","Male","Yes",25,"Yes","Entertainment",8,"Average",2,3
"725","Male","No",33,"No","Marketing",2,"Low",3,5
"726","Male","Yes",43,"No","Doctor",0,"Low",2,5
"727","Male","Yes",25,"No","Executive",1,"Low",2,2
"728","Female","No",26,"No","Engineer",0,"Low",1,1
"729","Male","No",22,"No","Healthcare",1,"Low",5,6
"730","Male","Yes",28,"No","Artist",0,"Average",2,3
"731","Female","No",36,"Yes","Entertainment",7,"Low",1,5
"732","Female","No",28,"No","Healthcare",1,"Low",3,6
"733","Male","Yes",85,"Yes","Artist",1,"High",4,5
"735","Male","Yes",43,"Yes","Healthcare",7,"High",2,6
"736","Male","Yes",82,"No","Executive",1,"High",2,2
"738","Female","No",18,"No","Healthcare",3,"Low",3,6
"739","Male","Yes",53,"Yes","Engineer",1,"Low",2,1
"740","Male","Yes",50,"Yes","Artist",0,"Average",4,3
"741","Female","Yes",39,"No","Engineer",9,"Average",6,1
"742","Female","Yes",35,"No","Engineer",2,"Average",6,1
"744","Female","No",33,"Yes","Engineer",1,"Low",3,1
"745","Female","Yes",35,"Yes","Healthcare",1,"Low",3,6
"746","Male","Yes",48,"Yes","Entertainment",0,"Average",4,3
"747","Female","Yes",50,"Yes","Artist",1,"High",3,5
"748","Male","Yes",47,"No","Entertainment",0,"Average",4,3
"749","Female","No",50,"Yes","Artist",4,"Low",1,5
"751","Female","No",26,"No","Healthcare",10,"Low",1,6
"752","Male","No",21,"No","Healthcare",0,"Low",4,6
"753","Male","Yes",61,"Yes","Entertainment",1,"Average",4,3
"754","Female","Yes",88,"No","Lawyer",0,"High",2,4
"755","Male","No",72,"No","Marketing",1,"Low",2,5
"756","Male","Yes",61,"Yes","Artist",1,"Low",2,5
"758","Female","Yes",51,"No","Engineer",1,"Average",5,1
"759","Male","No",42,"Yes","Artist",6,"Low",2,5
"760","Male","Yes",59,"No","Entertainment",8,"Average",3,3
"761","Female","No",45,"Yes","Healthcare",4,"Low",1,6
"763","Female","Yes",85,"Yes","Lawyer",0,"High",2,4
"764","Male","Yes",46,"Yes","Doctor",1,"Average",4,3
"765","Female","Yes",32,"Yes","Artist",0,"Average",2,3
"766","Female","Yes",70,"Yes","Engineer",0,"Low",1,1
"768","Female","No",30,"No","Marketing",1,"Low",4,5
"769","Female","No",33,"Yes","Engineer",1,"Low",2,1
"771","Female","No",37,"Yes","Engineer",0,"Low",1,1
"772","Male","Yes",32,"Yes","Entertainment",6,"Low",2,5
"773","Male","Yes",52,"Yes","Artist",0,"High",2,5
"774","Female","Yes",42,"No","Entertainment",0,"Average",3,3
"775","Male","Yes",47,"Yes","Artist",3,"Average",2,3
"776","Female","Yes",52,"Yes","Artist",9,"Low",2,5
"777","Male","Yes",66,"Yes","Entertainment",0,"Average",3,3
"779","Female","Yes",47,"Yes","Marketing",1,"Low",1,5
"780","Male","Yes",52,"Yes","Entertainment",1,"Average",3,3
"781","Male","No",27,"No","Healthcare",2,"Low",4,6
"782","Female","Yes",56,"Yes","Artist",0,"Average",5,3
"783","Female","Yes",53,"No","Engineer",7,"Average",6,1
"784","Female","Yes",45,"Yes","Artist",1,"Average",4,3
"785","Female","No",37,"No","Homemaker",1,"Low",1,1
"786","Female","Yes",36,"No","Artist",2,"Average",4,3
"787","Male","No",25,"Yes","Entertainment",2,"Low",3,5
"788","Female","Yes",45,"Yes","Artist",1,"Average",2,3
"790","Male","No",35,"Yes","Entertainment",1,"Low",3,5
"791","Female","Yes",72,"Yes","Lawyer",1,"High",2,4
"792","Female","Yes",31,"No","Artist",1,"Low",4,5
"793","Male","Yes",47,"No","Entertainment",4,"Average",3,3
"794","Male","No",20,"No","Healthcare",7,"Low",3,6
"795","Female","Yes",73,"Yes","Lawyer",1,"Low",2,4
"797","Male","Yes",25,"No","Entertainment",3,"Average",2,3
"798","Male","Yes",52,"Yes","Executive",0,"High",4,2
"799","Female","No",27,"Yes","Artist",1,"Low",6,5
"800","Male","Yes",52,"Yes","Executive",1,"Average",4,2
"801","Female","Yes",49,"Yes","Artist",0,"Low",1,5
"803","Male","No",45,"Yes","Marketing",0,"Low",1,5
"804","Male","Yes",59,"Yes","Artist",4,"Low",1,5
"805","Female","No",18,"No","Healthcare",8,"Low",5,6
"806","Male","No",18,"No","Healthcare",0,"Low",3,6
"807","Male","Yes",55,"No","Artist",1,"Low",1,5
"808","Female","No",59,"Yes","Entertainment",1,"Low",1,5
"809","Male","No",22,"No","Healthcare",0,"Low",2,6
"810","Male","Yes",52,"Yes","Executive",0,"High",4,2
"811","Male","Yes",51,"Yes","Artist",1,"Average",3,3
"812","Male","Yes",35,"No","Executive",0,"High",5,2
"813","Female","No",26,"No","Executive",8,"Low",3,2
"814","Male","Yes",38,"Yes","Entertainment",1,"Average",2,3
"815","Male","Yes",43,"Yes","Doctor",1,"Low",4,5
"816","Male","No",41,"Yes","Entertainment",1,"Low",2,5
"821","Male","Yes",47,"Yes","Artist",0,"Average",4,3
"822","Male","Yes",71,"No","Marketing",1,"Low",1,5
"823","Female","No",32,"Yes","Entertainment",1,"Low",3,5
"824","Male","Yes",60,"Yes","Entertainment",1,"Average",3,3
"826","Female","No",37,"Yes","Artist",9,"Low",1,5
"827","Male","Yes",48,"Yes","Homemaker",9,"Low",1,1
"829","Female","Yes",68,"Yes","Artist",1,"Average",2,3
"830","Male","Yes",51,"No","Artist",0,"Low",3,5
"831","Male","Yes",52,"Yes","Executive",1,"Low",4,2
"832","Male","Yes",31,"Yes","Marketing",13,"High",4,5
"833","Male","No",39,"No","Engineer",1,"Low",1,1
"835","Female","Yes",50,"Yes","Executive",4,"High",3,2
"837","Male","No",18,"No","Healthcare",0,"Low",6,6
"838","Male","Yes",37,"Yes","Artist",0,"Low",2,5
"839","Female","Yes",50,"Yes","Doctor",1,"Average",3,3
"841","Male","No",19,"No","Healthcare",1,"Low",6,6
"842","Male","No",31,"Yes","Healthcare",0,"Low",4,6
"843","Male","Yes",53,"Yes","Doctor",14,"Average",2,3
"844","Female","Yes",26,"Yes","Artist",12,"Average",2,3
"845","Male","No",37,"Yes","Healthcare",8,"Low",3,6
"848","Female","Yes",48,"No","Lawyer",1,"High",2,4
"849","Male","No",21,"No","Healthcare",0,"Low",4,6
"850","Male","No",19,"No","Healthcare",0,"Low",4,6
"853","Female","Yes",65,"Yes","Lawyer",0,"High",3,4
"854","Male","Yes",73,"No","Executive",1,"Low",1,2
"855","Female","Yes",50,"Yes","Artist",1,"Average",3,3
"856","Male","Yes",70,"Yes","Lawyer",0,"Low",1,4
"857","Male","Yes",58,"Yes","Engineer",0,"Low",1,1
"859","Male","No",18,"Yes","Healthcare",1,"Low",2,6
"860","Male","No",32,"No","Healthcare",0,"Low",4,6
"861","Female","No",40,"Yes","Lawyer",4,"Low",1,4
"862","Female","No",49,"Yes","Marketing",0,"Low",5,5
"863","Male","No",35,"Yes","Artist",8,"Low",1,5
"864","Female","Yes",40,"Yes","Engineer",0,"Low",2,1
"865","Male","No",30,"Yes","Marketing",12,"Low",4,5
"866","Female","No",35,"Yes","Artist",5,"Low",1,5
"867","Male","Yes",28,"No","Doctor",0,"Low",5,5
"869","Male","Yes",39,"Yes","Healthcare",1,"Average",2,3
"870","Male","No",39,"Yes","Entertainment",1,"Low",8,5
"871","Female","Yes",26,"Yes","Engineer",6,"High",7,1
"872","Male","Yes",36,"Yes","Artist",0,"High",3,5
"874","Male","No",21,"No","Healthcare",1,"Low",3,6
"875","Female","No",45,"Yes","Artist",2,"Low",1,5
"876","Male","Yes",45,"No","Entertainment",10,"Average",4,3
"877","Female","Yes",63,"Yes","Artist",0,"Average",3,3
"878","Female","No",45,"Yes","Artist",1,"Low",1,5
"879","Female","Yes",27,"Yes","Healthcare",9,"High",2,6
"880","Male","Yes",47,"No","Executive",0,"Low",7,2
"881","Male","Yes",36,"Yes","Artist",6,"Average",4,3
"883","Male","No",25,"No","Doctor",7,"Low",4,5
"884","Male","No",32,"No","Healthcare",0,"Low",7,6
"885","Male","Yes",41,"No","Executive",6,"High",3,2
"886","Female","Yes",50,"Yes","Artist",9,"Average",4,3
"887","Female","Yes",63,"Yes","Artist",0,"High",2,5
"889","Female","Yes",62,"Yes","Engineer",1,"Low",1,1
"890","Male","Yes",63,"Yes","Marketing",1,"High",3,5
"891","Female","Yes",36,"Yes","Artist",5,"Low",2,5
"892","Female","Yes",31,"No","Engineer",8,"Low",2,1
"893","Female","No",45,"No","Entertainment",8,"Low",2,5
"894","Female","Yes",45,"Yes","Artist",1,"Average",4,3
"895","Male","No",26,"No","Doctor",1,"Low",3,5
"897","Female","No",38,"Yes","Marketing",8,"Low",3,5
"898","Female","Yes",74,"Yes","Lawyer",1,"High",2,4
"899","Male","No",61,"Yes","Lawyer",1,"Low",1,4
"901","Female","Yes",70,"Yes","Lawyer",1,"High",2,4
"903","Female","Yes",57,"Yes","Artist",1,"Average",4,3
"905","Male","No",20,"No","Healthcare",1,"Low",3,6
"906","Male","No",19,"No","Healthcare",5,"Low",4,6
"907","Male","No",52,"Yes","Artist",1,"Low",3,5
"909","Male","No",22,"No","Marketing",0,"Low",3,5
"914","Female","Yes",57,"Yes","Artist",1,"Average",3,3
"915","Male","No",25,"Yes","Healthcare",1,"Low",4,6
"916","Female","Yes",40,"No","Engineer",0,"Low",3,1
"917","Female","Yes",53,"Yes","Artist",1,"Low",2,5
"918","Female","No",32,"Yes","Artist",9,"Low",1,5
"919","Female","No",70,"Yes","Artist",0,"Low",2,5
"920","Male","No",48,"Yes","Engineer",0,"Low",1,1
"921","Male","Yes",75,"Yes","Lawyer",1,"High",2,4
"922","Male","Yes",62,"Yes","Artist",0,"Low",1,5
"923","Male","Yes",41,"No","Artist",1,"Average",6,3
"924","Male","Yes",55,"Yes","Artist",0,"Average",3,3
"926","Female","No",20,"No","Healthcare",4,"Low",3,6
"927","Male","No",20,"No","Healthcare",0,"Low",3,6
"929","Female","Yes",56,"Yes","Entertainment",1,"Average",3,3
"930","Male","Yes",39,"No","Executive",1,"High",7,2
"932","Male","Yes",35,"Yes","Artist",1,"Average",2,3
"933","Female","No",35,"No","Engineer",1,"Low",1,1
"934","Male","No",33,"Yes","Healthcare",0,"Low",2,6
"935","Male","No",42,"Yes","Artist",1,"Low",2,5
"936","Male","No",35,"Yes","Artist",5,"Low",2,5
"937","Female","No",27,"No","Healthcare",0,"Low",3,6
"938","Male","No",33,"No","Entertainment",6,"Low",2,5
"939","Female","No",32,"Yes","Artist",9,"Low",1,5
"940","Female","No",35,"No","Entertainment",4,"Low",2,5
"941","Male","No",22,"No","Healthcare",0,"Low",9,6
"942","Male","Yes",40,"Yes","Artist",3,"Average",4,3
"943","Male","Yes",51,"Yes","Artist",3,"Average",2,3
"945","Male","Yes",82,"Yes","Lawyer",1,"High",2,4
"946","Male","Yes",43,"Yes","Artist",6,"Average",3,3
"947","Female","No",29,"No","Marketing",9,"Low",4,5
"948","Female","No",38,"Yes","Artist",9,"Low",1,5
"949","Male","Yes",37,"Yes","Artist",0,"Average",3,3
"950","Male","No",32,"Yes","Healthcare",0,"Low",6,6
"951","Male","No",26,"Yes","Entertainment",5,"Low",4,5
"952","Male","Yes",39,"Yes","Entertainment",0,"Average",4,3
"953","Female","No",43,"Yes","Artist",0,"Low",1,5
"954","Male","Yes",51,"Yes","Doctor",11,"Average",2,3
"955","Male","Yes",52,"Yes","Artist",0,"Average",2,3
"956","Male","No",51,"No","Entertainment",1,"Low",1,5
"958","Male","No",33,"No","Healthcare",0,"Low",5,6
"961","Male","Yes",48,"Yes","Artist",0,"Low",2,5
"962","Female","Yes",78,"No","Lawyer",1,"High",2,4
"963","Male","Yes",46,"Yes","Artist",1,"Low",1,5
"965","Male","No",26,"No","Healthcare",0,"Low",7,6
"969","Male","No",22,"No","Healthcare",1,"Low",4,6
"970","Male","Yes",27,"No","Engineer",6,"Low",3,1
"973","Male","Yes",37,"No","Entertainment",0,"Average",4,3
"974","Female","No",33,"Yes","Marketing",1,"Low",3,5
"975","Female","Yes",57,"No","Engineer",0,"Low",1,1
"976","Male","No",35,"Yes","Entertainment",0,"Low",3,5
"977","Female","No",26,"Yes","Artist",1,"Low",3,5
"978","Male","No",31,"Yes","Doctor",1,"Low",2,5
"980","Female","Yes",56,"Yes","Engineer",2,"High",2,1
"981","Male","Yes",65,"Yes","Lawyer",0,"Low",1,4
"982","Male","No",23,"No","Healthcare",7,"Low",3,6
"983","Male","Yes",68,"No","Executive",1,"High",2,2
"984","Female","No",32,"No","Homemaker",9,"Low",1,1
"985","Female","No",21,"No","Healthcare",0,"Low",5,6
"987","Male","Yes",25,"Yes","Entertainment",1,"Average",2,3
"988","Female","Yes",36,"Yes","Entertainment",0,"Average",3,3
"989","Male","No",25,"No","Executive",3,"Low",1,2
"990","Male","Yes",58,"Yes","Artist",9,"Average",4,3
"991","Male","Yes",66,"Yes","Executive",1,"Low",2,2
"992","Female","No",42,"Yes","Artist",1,"Low",2,5
"993","Female","Yes",36,"Yes","Doctor",13,"Low",2,5
"994","Male","Yes",58,"No","Artist",9,"Low",2,5
"995","Female","No",36,"No","Engineer",0,"Low",1,1
"996","Male","No",28,"No","Healthcare",2,"Low",4,6
"997","Male","Yes",45,"No","Artist",4,"Average",2,3
"998","Female","Yes",35,"No","Entertainment",10,"Low",2,5
"999","Male","Yes",59,"Yes","Artist",11,"Average",3,3
"1000","Male","Yes",49,"Yes","Entertainment",0,"Low",1,5
"1001","Female","No",51,"Yes","Entertainment",0,"Low",1,5
"1002","Male","No",40,"Yes","Artist",5,"Low",2,5
"1004","Female","Yes",74,"Yes","Lawyer",1,"Low",1,4
"1005","Male","No",27,"Yes","Healthcare",4,"Low",2,6
"1006","Male","Yes",70,"Yes","Artist",0,"High",2,5
"1007","Female","Yes",62,"Yes","Lawyer",0,"Low",2,4
"1008","Male","No",37,"Yes","Artist",9,"Low",1,5
"1009","Female","No",40,"No","Healthcare",8,"Low",3,6
"1011","Male","Yes",52,"Yes","Entertainment",1,"Average",4,3
"1012","Female","Yes",57,"Yes","Executive",0,"Average",2,2
"1013","Male","No",37,"Yes","Artist",8,"Low",3,5
"1014","Male","Yes",60,"Yes","Artist",1,"Low",1,5
"1015","Male","Yes",43,"Yes","Executive",7,"High",3,2
"1016","Male","Yes",37,"Yes","Entertainment",4,"Low",1,5
"1017","Male","Yes",59,"Yes","Entertainment",1,"Average",3,3
"1018","Female","Yes",60,"Yes","Artist",2,"Low",3,5
"1019","Male","Yes",69,"No","Lawyer",1,"Low",3,4
"1020","Male","Yes",49,"Yes","Executive",1,"High",4,2
"1021","Male","No",23,"No","Healthcare",1,"Low",5,6
"1022","Female","Yes",43,"Yes","Artist",2,"Average",3,3
"1023","Female","No",22,"No","Healthcare",1,"Low",7,6
"1024","Male","No",29,"No","Healthcare",0,"Low",4,6
"1025","Male","Yes",26,"Yes","Marketing",0,"Low",2,5
"1026","Female","Yes",36,"No","Artist",1,"Average",4,3
"1027","Female","No",55,"Yes","Entertainment",1,"Low",1,5
"1028","Female","Yes",59,"Yes","Engineer",0,"Low",1,1
"1031","Male","Yes",53,"Yes","Artist",2,"Average",3,3
"1032","Male","Yes",62,"Yes","Artist",1,"Average",3,3
"1033","Male","Yes",73,"No","Executive",0,"High",3,2
"1034","Male","Yes",45,"No","Doctor",9,"High",4,5
"1036","Male","No",28,"Yes","Healthcare",1,"Low",4,6
"1037","Male","No",25,"No","Marketing",0,"Low",2,5
"1038","Male","Yes",52,"Yes","Engineer",1,"Average",3,1
"1039","Male","Yes",61,"Yes","Entertainment",11,"Average",3,3
"1040","Female","No",27,"Yes","Artist",1,"Low",4,5
"1041","Male","Yes",31,"Yes","Entertainment",8,"Average",2,3
"1042","Male","No",40,"Yes","Artist",1,"Low",4,5
"1043","Male","No",27,"Yes","Artist",1,"Low",3,5
"1044","Female","No",60,"Yes","Artist",6,"Low",1,5
"1045","Male","Yes",40,"Yes","Healthcare",6,"High",2,6
"1046","Male","Yes",32,"No","Entertainment",5,"Low",2,5
"1047","Female","Yes",42,"Yes","Engineer",1,"Low",2,1
